Company/Brand,Stage,Amount($),HeadQuarter,What it does,Sector,Funded Year,Founded,Investor
Wellbeing nutrition,Undisclosed,0.0,Mumbai,Organic whole food nutrition to keep up with the pace at which we live,Healthcare,2021,2019.0,Klub
Pee safe,Series B,3000000.0,Gurugram,Redcliffe hygiene private limited is india's fastest growing hygiene company.,Healthcare,2021,2013.0,Shaival desai
Chqbook,Undisclosed,1000000.0,New delhi,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.",Fintech,2021,2017.0,Aavishkaar venture capital
Simplicontract,Seed,1800000.0,Bangalore,"Simplicontract is an enterprise saas offering, focused on end to end contract life-cycle management.",Software,2021,2020.0,Kalaari capital
Dropshop,Series B,1000000.0,Bangalore,Building technology to make distribution efficient and cheaper for large and small fmcg companies,Logistics,2021,2019.0,Inflection point ventures
Jumbotail,Debt,4000000.0,Bangalore,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,E-commerce,2021,2015.0,Alteria capital
Byju's,Undisclosed,350000000.0,Bangalore,Byju's is an educational technology company that develops personalized learning programs for k-12 students.,Edtech,2021,2011.0,Tiga investments
Power gummies,Undisclosed,1000000.0,New delhi,Power gummies are a team of passionate givers who are dedicated to catering nutritional supplements,Nutrition,2021,2018.0,Venture catalysts
Convosight,Series A,9000000.0,New delhi,A mission - to help community builders become community entrepreneurs.,Saas,2021,2019.0,Qualgro
Junio,Seed,600000.0,New delhi,Junio is a kids-focused digital pocket money-smart card.,Fintech,2021,2020.0,Amit lakhotia
Wherehouse.io,Seed,0.0,New delhi,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.",Logistics,2021,2020.0,Better capital
Flexmoney,Series A,4800000.0,Mumbai,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, emi and bnpl checkout finance",Fintech,2021,2015.0,Pravega ventures
Fampay,Series A,38000000.0,Bangalore,India's first numberless card and upi without a bank account,Fintech,2021,2019.0,Greenoaks capital
Apna,Series B,70000000.0,Bangalore,India's professional app - apna is dedicated to solving the problem of unemployment at the grassroot level,Human resources,2021,2019.0,Sequoia capital india
Xyxx apparels,Series A,4000000.0,Surat,"Xyxx apparels,which runs an eponymous innerwear brand",Fashion,2021,2017.0,
Waterscience,Undisclosed,0.0,Bangalore,The aim of making good water affordable and accessible.,D2c startup,2021,2014.0,
Browserstack,Series B,200000000.0,Mumbai,Browserstack is a leading software testing platform powering over two million tests every day across 15 global data centres.,Saas,2021,2011.0,Accel
Vital,Series B,3000000.0,New delhi,"An affordable, digital health plan built around to cover both big and small expenses",Insuretech,2021,2018.0,Blinc invest
Juicy chemistry,Undisclosed,0.0,Coimbatore,Juicy chemistry operates as an eponymous consumer brand.,Healthcare,2021,2014.0,Spring marketing capital
Samaaro,Undisclosed,125000.0,Bangalore,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience",Saas,2021,2020.0,Chaitanya kalipatnapu
Imagimake,Series B,500000.0,Mumbai,An innovative play system to help children create their imagination,Innovation management,2021,2011.0,Roha investment managers
Msmex,Series B,1000000.0,Andheri,Msmex connects micro and small business owners with curated business experts over live video.,Edtech,2021,2019.0,Tnf ventures
Renewbuy,Series C,45000000.0,Gurugram,Simplest way to renew car insurance. get quote and insure car in couple of minutes,Insuretech,2021,2015.0,Lok capital
Saarthi.ai,Seed,0.0,Bangalore,Multilingual conversational enterprise ai platform for omnichannel automation of customer journeys in the user's native language.,AI,2021,2017.0,Nvidia inception
Kutumb,Series A,26000000.0,Bangalore,Kutumb is a social community enabler.,Community platform,2021,2020.0,Tiger global management
Superplum,Series B,3800000.0,Noida,Building india's most sophisticated platform for high quality fresh food,Agritech,2021,2019.0,Marquee investors
Upside ai,Seed,1200000.0,Mumbai,Upside ai on the thesis that technology will make better investing decisions than humans over the long term.,Fintech,2021,2017.0,Endiya partners
Pazcare,Undisclosed,0.0,Bangalore,Paz care is india's leading employee benefits & health insurance platform,Insuretech,2021,2021.0,Ashish hemrajani
Answer genomics,Undisclosed,0.0,Bangalore,A healthcare company that uses genome-based data to help individuals make decisions.,Healthcare,2021,2019.0,India accelerator
Skillmatics,Series A,6000000.0,Mumbai,Skillmatics develops learning games for pre-school and primary school kids aged under 10,Edtech,2021,2016.0,Sequoia capital india
Bimaplan,Series B,2500000.0,Bangalore,Affordable insurance for the next billion indians,Insuretech,2021,2020.0,Roshan abbas
Bueno finance,Seed,3000000.0,Gurugram,"Bueno gig growth technologies pvt ltd (""bueno finance"") is a financial services platform which aims is to help improve the financial health of customers.",Fintech,2021,2019.0,Goat capital
Citymall,Series B,22000000.0,Gurugram,Citymall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on whatsapp.,E-commerce,2021,2019.0,General catalyst
Byju’s,Undisclosed,50000000.0,Bangalore,Byju's is an educational technology company that develops personalized learning programs for k-12 students.,Edtech,2021,2011.0,Blackstone group
India quotient,Undisclosed,64000000.0,Mumbai,India quotient is a new type of early stage investor. we fund companies building disruptive businesses aimed at indian consumers. we're,Venture capitalist,2021,2012.0,
The switch fix,Seed,0.0,Gurugram,The switch fix is a plant-based clean and conscious personal care brand for young urbans.,Healthcare,2021,2019.0,Venture catalysts
Anvidha technologies,Seed,1500000.0,Haryana,Anvidha technologies private limited is a haryana based private ltd.,Tech startup,2021,2020.0,
Digisparsh,Seed,0.0,Mumbai,Digisparsh is india's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,Fintech,2021,2020.0,Goahead ventures
Coffeemug.ai,Seed,620000.0,New delhi,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.",Networking,2021,2020.0,Paradigm shift capital
Pathfndr.io,Series B,0.0,Bangalore,Intelligent travel tech stack making sense of the world's information by scanning billions of data points and ranking destinations,Saas,2021,2015.0,Arali ventures
Bigleap,Undisclosed,600000.0,Hyderabad,Bigleap technologies & solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,Recruitment,2021,2015.0,Anup kumar yama
Kazam,Seed,900000.0,Bangalore,"Kazam provides end to end electric vehicle charging solutions for office spaces, apartments, restaurants, shops",Ev startup,2021,2020.0,Inflection point ventures
Myre capital,Seed,0.0,Mumbai,Democratising real estate ownership,Commercial real estate,2021,2020.0,Aryaman vir
Bimape,Seed,500000.0,Mumbai,Bimape demystifies insurance and its management for individuals and families across india. 'bimape bharosa karo',Fintech,2021,2020.0,Iseed
Microdegree,Undisclosed,0.0,Mangalore,Microdegree is an ed-tech platform working towards democratising technology and job ready skills for bharat.,Edtech,2021,2019.0,Research innovation incubation design labs
Saarthi pedagogy,Seed,1000000.0,Ahmadabad,"India's fastest growing pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on academic strategies",Edtech,2021,2015.0,Jito angel network
Synapsica,Series A,4000000.0,New delhi,Artificial intelligence tools to make quality diagnostic assessment available for all.,Healthcare,2021,2017.0,Ivycap ventures
Kwik foods,Seed,0.0,Gurugram,Kwik foods is one of the fastest-growing d2c fresh food brands that is disrupting the food industry,Food and Beverages,2021,2020.0,9unicorns
Plutomen,Undisclosed,300000.0,Ahmadabad,Plutomen technologies pvt ltd founded in nov 2016 is recognized start-up by dipp in the field of emerging technology.,Ar startup,2021,2016.0,Gusec seed fund
Gomechanic,Series C,42000000.0,Gurugram,"Gomechanic is india’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",Automotive,2021,2016.0,Tiger global
Grinntech,Undisclosed,2000000.0,Chennai,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for ev applications.",Automotive,2021,2013.0,
Nobel hygiene,Undisclosed,60000000.0,Mumbai,"Nobel hygiene is one of the leading disposable hygiene care products manufacturer in the country with an iso 9001:2015 and ce certification, headquartered in mumbai.",Healthcare,2021,1999.0,Quadria capital
Green cure,Series B,0.0,New delhi,World's first company to combine german engineering with indian ayurveda in health products,Healthcare,2021,2015.0,Venture catalysts
Classplus,Series C,65000000.0,Noida,Classplus was born out of an urge to redefine classroom engagement in this country.,Edtech,2021,2017.0,Tiger global
Windo,Seed,500000.0,Hyderabad,Convert instagram page into an online store in under 2-minutes. create a free online store and automate your sales.,E-commerce,2021,2020.0,Unicorn india ventures
Apnaklub,Series B,0.0,Bangalore,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,E-commerce,2021,2020.0,Blume ventures
Legalpay,Undisclosed,0.0,New delhi,A tech focused b2b litigation finance company in india.,Fintech,2021,2019.0,Ashwini kakkar. 9unicorns
Lavado,Undisclosed,0.0,Mumbai,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,Consumer service,2021,2016.0,Ashish shah
Navars,Undisclosed,0.0,Hyderabad,"Navars edutech comprises dynamic mix of intellectual professionals, managerial team, subject matter experts and astronomy and space researchers.",Edtech,2021,2019.0,Faad network
Gobolt,Series B,20000000.0,Gurugram,"Gobolt is a tech-logistics company operating in line haul & short haul trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.",Logistics,2021,2015.0,Paragon partners
Loco,Seed,9000000.0,Bangalore,Loco is india's leading live game streaming app.,Gaming,2021,2018.0,Krafton
Auric,Series B,2000000.0,New delhi,Contemporary beauty & wellness brand based on ayurveda,Healthcare,2021,2017.0,Venture catalysts
Edmingle,Undisclosed,300000.0,Bangalore,Edmingle is a platform for all educators who want to launch their courses and sell them online.,Edtech,2021,2016.0,Indovation fund
Slice,Undisclosed,20000000.0,Bangalore,"Slice is india's best credit card challenger to pay bills, manage expenses, and unlock rewards.",Fintech,2021,2016.0,Gunosy
Humit,Seed,0.0,Bangalore,Humit is a social networking app for music sharing and discovery.,Music,2021,2020.0,Antler india
Airblack,Series A,5200000.0,Gurugram,Airblack is on a mission to help people convert their passion to a livelihood.,It startup,2021,2019.0,Edge ventures
Niramai,Undisclosed,0.0,Bangalore,"Niramai has developed a novel breast cancer screening solution that uses thermalytix, i.e. machine intelligence over thermography images.",Healthcare,2021,2016.0,Cdc group
Intervue,Seed,0.0,New delhi,World's fastest collaborative environment to take tech interviews.,Saas,2021,2021.0,Titan capital
Nestroots,Seed,100000.0,Gurugram,"Ottoman, stool, brass kitchen solutions, masala box, roti box, bar accessories and many gifting options at nestroots.",Fashion,2021,2016.0,We founder circle
Detect technologies,Undisclosed,12000000.0,Chennai,Detect technologies is a leading industrial ai company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,Automation,2021,2016.0,Accel partners
Credr,Undisclosed,6500000.0,Bangalore,Credr is india’s most trusted used two-wheeler consumer brand that leverages technology & processes to simplify the used two-wheeler market.,Automotive,2021,2015.0,Yamaha motors
Fourth partner energy,Undisclosed,125000000.0,Hyderabad,"Fourth partner energy is india’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",Solar,2021,2010.0,Norfund
Tablt,Series A,3000000.0,Kolkata,Tablt [previously sabse sasta dukaan] is one of india's most trusted online pharmacy dealing in medicines and other healthcare products.,Healthcare,2021,2018.0,Siti cable
Hesa,Seed,2000000.0,Hyderabad,Hesa is connecting bharat with india and india with bharat phygitally. we are bridging the gap for the world’s largest customer base that resides in rural india.,It startup,2021,2020.0,Venture catalysts
Powerhouse91,Seed,0.0,Gurugram,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in india.",Consumer goods,2021,2020.0,Crossbeam venture partners
Nalanda learning,Undisclosed,5000000.0,Kolkata,India's 1st online preschool with blended learning model,Edtech,2021,2011.0,Aavishkaar capital
Chargeup,Series B,0.0,New delhi,"""battery as a service"" for 3 wheeler & 2 wheelers",Renewable energy,2021,2019.0,Mapmyindia
Knackit,Undisclosed,100000.0,Bangalore,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,It startup,2021,2019.0,Jyoti bansal
Treebo hotels,Series D,16000000.0,Bangalore,Treebo hotels is india's most loved hotel chain in the premium-budget segment.,Hospitality,2021,2015.0,Accor
Raptee energy,Undisclosed,700000.0,Chennai,Raptee energy inc. is looking to accelerate the transition to smart and sustainable mobility!,Automotive,2021,2019.0,
Meddo,Undisclosed,6000000.0,Gurugram,Meddo (arctern healthcare) are re-defining how primary and secondary healthcare is provided in india through a connected care delivery platform.,Healthcare,2021,2018.0,Sri capital
Supertails,Series B,2600000.0,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,Pet care,2021,2021.0,Saama capital
Skillovilla,Seed,300000.0,Bangalore,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,Edtech,2021,2020.0,Titan capital
Cancer clinics,Series B,1500000.0,Telangana,"Cancer helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",Healthcare,2021,2014.0,Axilor
Velocity,Seed,1300000.0,Bangalore,Velocity provides revenue-based-financing to online businesses. it aims to build the future of banking and financial services for new age businesses in india.,Fintech,2021,2020.0,Valar ventures
Happy jars,Seed,400000.0,New delhi,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",Food and Beverages,2021,2016.0,Inflection point ventures
Inshorts,Undisclosed,40000000.0,Noida,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,Media,2021,2013.0,Addition
Extraaedge,Series B,1000000.0,Pune,Data science powered - admission & marketing crm automation for education enrolments,Martech,2021,2015.0,9unicorns accelerator fund
Zotalabs,Seed,1250000.0,Pune,Zotalabs gives the power of emerging technology to your digital automation with our easy to use apis.,Tech startup,2021,2019.0,Alfa ventures
Voiro,Series B,1800000.0,Bangalore,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,Advertisement,2021,2014.0,1crowd
Dream sports,Undisclosed,400000000.0,Mumbai,"Dream sports is india’s leading sports technology company with brands such as dream11, fancode, dreamx and dreamsetgo in its portfolio.",Gaming,2021,2008.0,Tcv
Safex chemicals,Undisclosed,50000000.0,New delhi,Safex chemicals india ltd is a leading company having a strong foothold in the indian agrochemicals industry.,Agritech,2021,1991.0,Banyantree finance pvt. ltd.
Instoried,Undisclosed,0.0,Bangalore,Instoried is an augmented writing platform which improves customer interest and engagement.,Content creation,2021,2018.0,Expert dojo
Rupifi,Series B,4100000.0,Bangalore,Rupifi operates a software-as-a-service (saas) firm focussed on financial products.,Fintech,2021,2019.0,Quona capital
Moneyboxx,Debt,3000000.0,Mumbai,Moneyboxx finance provides easy access to financing to the deserving micro enterprises.,Fintech,2021,1994.0,Ashv finance
Citymall,Series A,11000000.0,Gurugram,Citymall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on whatsapp.,E-commerce,2021,2019.0,Waterbridge ventures
Janani,Seed,1000000.0,Bangalore,Janani.ai is a fertility care provider.,Heathcare,2021,2020.0,Sweta rau
Reshamandi,Seed,1700000.0,Bangalore,India's 1st award winning technology led digital ecosystem for silk,Agritech,2021,2020.0,Omnivore
Bombay shaving company,Undisclosed,2000000.0,New delhi,"Bombay shaving company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",Lifestyle,2021,2015.0,Rajesh sud
Dotpe,Series A,27000000.0,Gurugram,Dotpe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,Fintech,2021,2019.0,Payu
Homingos,Undisclosed,0.0,Bangalore,Homingos is an augmented reality (ar)-based social networking platform.,Augmented reality,2021,2018.0,Sundi natarajan
Anar business community,Undisclosed,0.0,Mumbai,Anar is a communications and networking platform for businesses around the world.,Tech startup,2021,2020.0,Titan capital
Five star finance,Undisclosed,234000000.0,Chennai,Five-star is a registered non banking finance company (nbfc) with reserve bank of india (rbi).,Fintech,2021,1984.0,Tpg capital asia
Settlrs,Series B,0.0,Bangalore,"A b2b rental services company for furniture, home appliances, electronic and it infrastructure.",Rental space,2021,2018.0,Magehold pte. ltd.
Byju's,Series D,460000000.0,Bangalore,Byju's is an educational technology company that develops personalized learning programs for k-12 students.,Edtech,2021,2011.0,Blackrock
Annapurna finance,Undisclosed,30000000.0,Bhubaneswar,Annapurna microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,Fintech,2021,2009.0,Asian development bank
Healthplix,Series B,13500000.0,Bangalore,Healthplix is a healthtech startup,Healthcare,2021,2014.0,Jsw ventures
Masai school,Series A,5000000.0,Bangalore,Masai school is a job-oriented software training services.,Edtech,2021,2019.0,Unitus ventures
Bewakoof,Undisclosed,4000000.0,Mumbai,"Society perceives bewakoof as stupid.but what does society call bewakoof?often, it’s anything different or anything that’s done differently.",D2c fashion,2021,2011.0,Ivycap ventures
Indialends,Undisclosed,5100000.0,New delhi,Indialends is a digital lending and borrowing marketplace.,Fintech,2021,2014.0,Acpi investments
Stelis biopharma,Series B,195000000.0,Bangalore,Stelis biopharma is a vertically integrated biopharmaceutical company.,Biotechnology,2021,2007.0,Routeone
Tilt,Undisclosed,125000.0,Bangalore,A bike-share for indian campuses,Bike rental,2021,2016.0,Y combinator
Neodove,Seed,15000000.0,Jaipur,"Neodove is an ai-powered, end to end tech-enabled customer communication and reporting solution.",AI,2021,2020.0,India quotient
Zaara biotech,Undisclosed,10000000.0,Kottayam,India's first algal-seaweed biotechnology students' startup in collaboration with icar- central institute of fisheries and technology,Biotechnology,2021,2016.0,Tcn international commerce
Kreditbee,Seed,75000000.0,Bangalore,Kreditbee is a digital lending platform developed to assist young professionals with their personal finances.,Fintech,2021,2018.0,Alpine capital
True balance,Debt,10000000.0,Gurugram,True balance is a digital wallet that enables users to access utility bill payment and other financial products.,Fintech,2021,2014.0,Bon angels venture partners
Muvin,Seed,1000000.0,Bangalore,Youth neobank enabling financial solutions for the teenagers and young people,Fintech,2021,2020.0,
Purplle,Undisclosed,45000000.0,Mumbai,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.",Beauty products,2021,2011.0,Spring marketing capital
Flobiz,Series A,10000000.0,Bangalore,India’s first neobusiness platform,Tech startup,2021,2019.0,Elevation capital
Jeevam health,Seed,1500000.0,New delhi,Jeevam health is an online medical clinic to cure root cause of chronic issues in india.,Healthcare,2021,2020.0,Y combinator
Newlink group,Undisclosed,200000000.0,Beijing,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,Tech startup,2021,2016.0,Bain capital
Oziva,Series B,12000000.0,Mumbai,Oziva is a plant-based clean nutrition brand.,Heathcare,2021,2016.0,F-prime capital
Blive,Series B,1000000.0,Panaji,B: live is an electric vehicle tourism startup.,Tourism,2021,2004.0,Mumbai angels
Nazara technologies,Undisclosed,30000000.0,Mumbai,"Nazara technologies develops mobile content such as games, themes, wallpapers, and multimedia.",Gaming,2021,2000.0,Hornbill capital advisers
Euler motors,Series A,2600000.0,New delhi,Electric light commercial vehicle,Automotive,2021,2018.0,Adb ventures
Pixxel,Seed,7300000.0,Bangalore,Pixxel is a bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,Spacetech,2021,2019.0,Techstars
Prescinto,Seed,3500000.0,Gujarat,Prescinto is the brain of a solar plant delivering actionable intelligence to increase generation.,Solar,2021,2016.0,Venture catalysts
Myglamm,Series C,20000000.0,Mumbai,Myglamm is a direct-to-consumer brand of award winning european beauty products.,Beauty products,2021,2015.0,Bessemer venture partners
Chirrup,Seed,300000.0,Bangalore,Video integrated social-gaming platform,Gaming,2021,2020.0,Titan capital
Policybazaar,Undisclosed,75000000.0,Gurugram,Policybazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,Insurance,2021,2008.0,Falcon edge capital
Livve homes,Undisclosed,5000000.0,Bangalore,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. right from simply connecting owners and tenants and to managing everything in between",Rental space,2021,2017.0,Angel investors
Juicy chemistry,Series A,6300000.0,Coimbatore,Juicy chemistry operates as an eponymous consumer brand.,Healthcare,2021,2014.0,Akya ventures
Svasti microfinance,Undisclosed,4000000.0,Mumbai,Svasti works with urban slum dwellers women microentrepreneurs.,Fintech,2021,2008.0,Kayenne ventures
Nexprt,Undisclosed,2000000.0,New delhi,Nexprt solutions offers end-to-end and 100% customized import solutions.,Consulting,2021,2020.0,Titan capital
Wysa,Undisclosed,0.0,Bangalore,Wysa is an ai conversational agent that has been shown to help improve mental health,AI,2021,2015.0,Kae capital
Ankur capital,Undisclosed,40000000.0,Mumbai,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion indians.,Fintech,2021,2011.0,
Indifi,Debt,5000000.0,Gurugram,Indifi technologies is a digital lending platform that offers loans to those that have potential and intent.,Fintech,2021,2015.0,Elevar equity
Firmway,Seed,0.0,Mumbai,Firmway is a platform that digitizes balance confirmation and reconciliation process.,Fintech,2021,2016.0,
Say cheese,Seed,1000000.0,Mumbai,"Say cheese is the first holistic women-happiness platform in india, focused to increase the happiness of women through personalized solutions",Femtech,2021,2020.0,
Indic inspirations,Undisclosed,300000.0,Pune,"Indian souvenirs online that reflect indian tradition, culture & stories. best for personal gifting and corporate gifting.",Cultural,2021,2019.0,Marquee investors
Bimaplan,Seed,500000.0,Mumbai,Affordable insurance for the next billion indians,Fintech,2021,2020.0,Titan capital
Yap,Series B,10000000.0,Chennai,Yap is the api platform for banking and payments products in asia. more than 200 fintechs across asia rely on yap,Fintech,2021,2014.0,Jitendra gupta
Leap finance,Series B,17000000.0,Bangalore,Leap finance is a fintech startup for indian students pursuing international higher education,Fintech,2021,2019.0,Jungle ventures
Blacksoil nbfc,Undisclosed,3000000.0,Mumbai,Blacksoil capital has transformed into an alternative nbfc and aif fund platform with an expertise to finance multiple sectors.,Fintech,2021,2010.0,
Oyo,Undisclosed,200000000.0,Gurugram,Oyo operates a branded network of hotels designed to offer standardized stay experiences.,Hospitality,2021,2012.0,Hindustan media venture
Max healthcare,Undisclosed,140000000.0,New delhi,Max healthcare is one of the leading chain of hospitals in india.,Healthcare,2021,2000.0,Radiant life care private ltd
4basecare,Series B,2000000.0,Bangalore,4basecare develops a unified and patient-centric ecosystem to fight cancer.,Healthtech,2021,2018.0,Mount judi ventures
Ezstays,Seed,400000.0,New delhi,"Ezstays is a leading student-life network, providing hostels and pg accommodation with top-tier living facilities at the best prices.",Edtech,2021,2019.0,Richard rekhy
Stylework,Series B,500000.0,Gurugram,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,Co-working,2021,2017.0,Inflection point ventures
Kinara capital,Undisclosed,6000000.0,Bangalore,Kinara capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,Fintech,2021,2011.0,Gawa capital
Riskcovry,Series A,5000000.0,Bangalore,"Riskcovry is an ""insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",Insuretech,2021,2018.0,Better capital
Nodwin,Undisclosed,20000000.0,Gurugram,Nodwin gaming is a gaming solutions company and creator of e-sports events.,Gaming,2021,2012.0,Krafton
Quizizz,Series A,12500000.0,Bangalore,Quizizz is a education based startup,Edtech,2021,2015.0,Eight roads ventures india
Ecom express,Undisclosed,20000000.0,New delhi,Ecom express is an end-to-end technology-enabled logistics solutions provider to the indian e-commerce industry.,E-commerce,2021,2012.0,Cdc group
Turtlemint,Series D,45000000.0,Mumbai,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,Insuretech,2021,2015.0,Jungle ventures
Captain fresh,Seed,3000000.0,Bangalore,Captain fresh is a freshwater fish and seafood supply chain platform.,Supply chain platform,2021,2019.0,Matrix partners india
Northern arc,Debt,10000000.0,Chennai,Northern arc capital (formerly known as ifmr capital) is a non-banking finance company.,Fintech,2021,2008.0,U.s. international development finance corp
Qoohoo,Seed,800000.0,Bangalore,A platform for creators to build immersive connections with their fans and followers and monetize them.,Social platform,2021,2020.0,Angel investors
Igl,Undisclosed,500000.0,Mumbai,Indian gaming league is the premier esports platform in india.,Gaming,2021,2016.0,Hungama
Ampm,Undisclosed,200000.0,Gurugram,24*7 convenience store,E-commerce,2021,2018.0,Agility venture partners
The eplane,Seed,1000000.0,Chennai,"Transforming the mobility landscape using aerial transport. currently, we build drones for industrial applications",Drone,2021,2016.0,Speciale invest
Cashify,Undisclosed,15000000.0,Gurugram,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,E-commerce,2021,2009.0,Bessemer venture partners
Bijnis,Undisclosed,0.0,New delhi,Digitizing the factories of the unorganised industries.,B2b service,2021,2014.0,Sequoia capital india
Questt,Seed,1000000.0,Gurugram,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,Edtech,2021,2020.0,Chiratae ventures
Dealshare,Debt,3000000.0,Jaipur,Dealshare is a social commerce startup,E-commerce,2021,2018.0,Omidyar network
Euler motors,Series A,4000000.0,New delhi,Electric light commercial vehicle,Automotive,2021,2018.0,Jetty ventures
Blume ventures,Undisclosed,40000000.0,Mumbai,Blume ventures provides pre-series a and early stage funding to tech-focused/tech-enabled ventures.,Fintech,2021,2011.0,Avendus
Koinearth,Series B,1800000.0,Bangalore,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",Blockchain startup,2021,2018.0,Yournest
Imaginxp,Undisclosed,1500000.0,Pune,Imaginxp is a curriculum company with a focus on training and certification in ux design and design thinking.,Edtech,2021,2013.0,Venture catalysts
Virohan,Undisclosed,0.0,Gurugram,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,Edtech,2021,2018.0,National skill development corporation
Apna.co,Undisclosed,12500000.0,Bangalore,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,Recruitment,2021,2019.0,Sequoia capital india
Ideaforge,Undisclosed,2000000.0,Mumbai,Ideaforge is an indian company engaged in the development of unmanned aerial systems.,Drone,2021,2007.0,Infosys
Clairco,Undisclosed,500000.0,Bangalore,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,Cleantech,2021,2018.0,Real estate accelerator program (reap)
Northern arc,Debt,50000000.0,Chennai,Northern arc capital (formerly known as ifmr capital) is a non-banking finance company.,Fintech,2021,2008.0,Asian development bank
Lenskart,Undisclosed,95000000.0,"Faridabad, haryana",Lenskart is an india-based online shopping portal for eyewear.,Fashion,2021,2010.0,Kohlberg kravis roberts
Parksmart,Seed,0.0,New delhi,Parksmart is a parking management application.,Automotive,2021,2018.0,Shireen rangaswamy
Virohan,Series A,3000000.0,Gurugram,Virohan is an edtech company that offers healthcare vocational training to students to build a career in the healthcare industry.,Edtech,2021,2018.0,Rebright partners
Banksathi,Seed,200000.0,New delhi,"Bank sathi provides loans, insurance, cards comparison, and approval facility.",Fintech,2021,2019.0,Dinesh godara
Spark studio,Seed,0.0,Bangalore,Online courses to build creativity and confidence in children through extra-curricular learning,Edtech,2021,2020.0,Better capital
Blissclub,Seed,2000000.0,Bangalore,"Blissclub is a community first women’s activewear brand. it is a direct-to-consumer brand in the active lifestyle space, founded in 2020 by isb alum minu margeret",Fashion,2021,2020.0,Elevation capital
Bricspaces,Seed,350000.0,Bangalore,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",Real estate,2021,2018.0,Angel investors
Ansr,Series B,15000000.0,Bangalore,"Ansr consulting is providing end-to-end services for companies, setting up captive service centers.",Consulting,2021,2008.0,Sistema asia capital
Keito,Seed,0.0,Pune,"No-code <> human-assisted machine learning platform for document processing, to break information silos for enterprises",AI,2021,2016.0,Rajesh agarwal
Reccy adventures,Seed,400000.0,Gurugram,Reccy adventures is an adventure sports startup.,Sports startup,2021,2019.0,Kallol banerjee
Magenta ev,Series A,15000000.0,Mumbai,Magenta is in the business of enabling electric mobility & making electricity clean,Renewable energy,2021,2017.0,Jito angel network
Karbon card,Series B,1000000.0,Bangalore,Karbon card is a financial platform for indian entrepreneurs.,Fintech,2021,2019.0,Myasia vc
Wysa,Series A,5000000.0,Bangalore,Wysa is an ai conversational agent that has been shown to help improve mental health,AI,2021,2015.0,W health ventures
